author,studyID,treatment,responders,sampleSize,age,child,young,adult,elder,(female=1),ethnic(asian),asian,middle-east,hispanic,white,black,condition(not-at-risk),not-at-risk,chronic-dis,immuno,variant(wildtype),alpha,beta,gamma,delta,omicron,platform,subgroup,ROB(low),moderate,critical,outcome,study.type,study
"Andrews, 2021",9,3BNT,5,16536,18-49yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,three-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,"Andrews, 2021-9"
"Andrews, 2021",10,3BNT,45,17438,>=50yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,three-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,"Andrews, 2021-10"
"Andrews, 2021",11,3BNT,9,11295,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,three-dose-mRNA,overall,NA,NA,NA,death,CC,"Andrews, 2021-11"
"Andrews, 2022",12,3BNT,1220,66094,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,three-dose-mRNA,subgroup,NA,NA,NA,symp,CC,"Andrews, 2022-12"
"Andrews, 2022",13,3BNT,21886,86760,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,omicron,0,0,0,0,1,three-dose-mRNA,subgroup,NA,NA,NA,symp,CC,"Andrews, 2022-13"
"Andrews, 2022",14,3BNT,42791,104325,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,three-dose-mRNA,,NA,NA,NA,symp,CC,"Andrews, 2022-14"
"barda, 2021",27,3BNT,12,80925,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,three-dose-mRNA,overall,NA,NA,NA,hosp,RC,"barda, 2021-27"
"barda, 2021",28,3BNT,10,80925,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,three-dose-mRNA,overall,NA,NA,NA,severe,RC,"barda, 2021-28"
"barda, 2021",29,3BNT,26,80925,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,three-dose-mRNA,overall,NA,NA,NA,death,RC,"barda, 2021-29"
"barda, 2021",30,3BNT,2,80925,16-39yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,three-dose-mRNA,subgroup,NA,NA,NA,hosp,RC,"barda, 2021-30"
"barda, 2021",31,3BNT,7,80925,40-69yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,three-dose-mRNA,subgroup,NA,NA,NA,hosp,RC,"barda, 2021-31"
"barda, 2021",32,3BNT,33,80925,=70yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,three-dose-mRNA,subgroup,NA,NA,NA,hosp,RC,"barda, 2021-32"
"barda, 2021",33,3BNT,1,80926,16-39yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,three-dose-mRNA,subgroup,NA,NA,NA,severe,RC,"barda, 2021-33"
"barda, 2021",34,3BNT,3,80925,40-69yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,three-dose-mRNA,subgroup,NA,NA,NA,severe,RC,"barda, 2021-34"
"barda, 2021",35,3BNT,29,80925,=70yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,three-dose-mRNA,subgroup,NA,NA,NA,severe,RC,"barda, 2021-35"
Butt-B-2022,67,3BNT,68,236693,all,all,all,all,all,all,All,NA,NA,NA,NA,NA,NA,1,0,0,overall,all,all,all,all,all,three-dose-mRNA,overall,NA,NA,NA,symp,CC,Butt-B-2022-67
Butt-B-2022,68,3BNT,21,236693,all,all,all,all,all,all,All,NA,NA,NA,NA,NA,NA,1,0,0,overall,all,all,all,all,all,three-dose-mRNA,overall,NA,NA,NA,hosp,CC,Butt-B-2022-68
"Tartof, 2022",341,3BNT,183,26406,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,three-dose-mRNA,,NA,NA,NA,doc-infect,RC,"Tartof, 2022-341"
"Tartof, 2022",342,3BNT,96,11378,18-64,0,0,1,0,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,three-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RC,"Tartof, 2022-342"
"Tartof, 2022",343,3BNT,87,15028,>=65,0,0,0,1,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,three-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RC,"Tartof, 2022-343"
"Tartof, 2022",344,3BNT,33,5776,>=75,0,0,0,1,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,three-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RC,"Tartof, 2022-344"
"Tartof, 2022",345,3BNT,22,1892,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,immunocompromised,0,0,1,NA,NA,NA,NA,NA,NA,three-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RC,"Tartof, 2022-345"
"Tartof, 2022",346,3BNT,161,24513,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,non-immunocompromised,1,0,0,NA,NA,NA,NA,NA,NA,three-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RC,"Tartof, 2022-346"
"Tartof, 2022",347,3BNT,14,27163,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,three-dose-mRNA,,NA,NA,NA,hosp,RC,"Tartof, 2022-347"
"Tartof, 2022",348,3BNT,6,11809,18-64,0,0,1,0,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,three-dose-mRNA,subgroup,NA,NA,NA,hosp,RC,"Tartof, 2022-348"
"Tartof, 2022",349,3BNT,8,15354,>=65,0,0,0,1,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,three-dose-mRNA,subgroup,NA,NA,NA,hosp,RC,"Tartof, 2022-349"
"Tartof, 2022",350,3BNT,4,5864,>=75,0,0,0,1,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,three-dose-mRNA,subgroup,NA,NA,NA,hosp,RC,"Tartof, 2022-350"
"Tartof, 2022",351,3BNT,6,1941,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,immunocompromised,0,0,1,NA,NA,NA,NA,NA,NA,three-dose-mRNA,subgroup,NA,NA,NA,hosp,RC,"Tartof, 2022-351"
"Tartof, 2022",352,3BNT,8,25222,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,non-immunocompromised,1,0,0,NA,NA,NA,NA,NA,NA,three-dose-mRNA,subgroup,NA,NA,NA,hosp,RC,"Tartof, 2022-352"
"Andrews, 2022",12,3AZ,12,276,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,three-dose-adeno,subgroup,NA,NA,NA,symp,CC,"Andrews, 2022-12"
"Andrews, 2022",13,3AZ,41,148,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,omicron,0,0,0,0,1,three-dose-adeno,subgroup,NA,NA,NA,symp,CC,"Andrews, 2022-13"
"Andrews, 2022",14,3AZ,36,120,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,three-dose-adeno,,NA,NA,NA,symp,CC,"Andrews, 2022-14"
Butt-B-2022,71,2BNT/2MD,152,395686,<70,NA,NA,NA,NA,all,All,NA,NA,NA,NA,NA,NA,1,0,0,overall,all,all,all,all,all,two-dose-mRNA,subgroup,NA,NA,NA,symp,CC,Butt-B-2022-71
Butt-B-2022,72,2BNT/2MD,17,395686,<70,NA,NA,NA,NA,all,All,NA,NA,NA,NA,NA,NA,1,0,0,overall,all,all,all,all,all,two-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,Butt-B-2022-72
Butt-B-2022,73,2BNT/2MD,291,395686,>70,0,0,0,1,all,All,NA,NA,NA,NA,NA,NA,1,0,0,overall,all,all,all,all,all,two-dose-mRNA,subgroup,NA,NA,NA,symp,CC,Butt-B-2022-73
Butt-B-2022,74,2BNT/2MD,84,395686,>70,0,0,0,1,all,All,NA,NA,NA,NA,NA,NA,1,0,0,overall,all,all,all,all,all,two-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,Butt-B-2022-74
Butt-B-2022,75,2BNT/2MD,349,395686,all,all,all,all,all,all,White,0,0,0,1,0,NA,1,0,0,overall,all,all,all,all,all,two-dose-mRNA,subgroup,NA,NA,NA,symp,CC,Butt-B-2022-75
Butt-B-2022,76,2BNT/2MD,78,395686,all,all,all,all,all,all,White,0,0,0,1,0,NA,1,0,0,overall,all,all,all,all,all,two-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,Butt-B-2022-76
Butt-B-2022,77,2BNT/2MD,65,395686,all,all,all,all,all,all,Black,0,0,0,0,1,NA,1,0,0,overall,all,all,all,all,all,two-dose-mRNA,subgroup,NA,NA,NA,symp,CC,Butt-B-2022-77
Butt-B-2022,78,2BNT/2MD,19,395686,all,all,all,all,all,all,Black,0,0,0,0,1,NA,1,0,0,overall,all,all,all,all,all,two-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,Butt-B-2022-78
"Ferdinands, 2022",136,2RNA,3315,38707,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,two-dose-mRNA,,NA,NA,NA,doc-infect,CC,"Ferdinands, 2022-136"
"Ferdinands, 2022",138,2RNA,979,3619,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,omicron,0,0,0,0,1,two-dose-mRNA,,NA,NA,NA,doc-infect,CC,"Ferdinands, 2022-138"
"Lauring, 2022",177,2RNA,5,116,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,two-dose-mRNA,,NA,NA,NA,death,CC,"Lauring, 2022-177"
"Lauring, 2022",178,2RNA,138,1045,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,two-dose-mRNA,,NA,NA,NA,death,CC,"Lauring, 2022-178"
"Lauring, 2022",179,2RNA,15,293,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,omicron,0,0,0,0,1,two-dose-mRNA,,NA,NA,NA,death,CC,"Lauring, 2022-179"
"Lauring, 2022",180,2RNA,119,1012,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,two-dose-mRNA,,NA,NA,NA,hosp,CC,"Lauring, 2022-180"
"Lauring, 2022",181,2RNA,49,267,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,immunocompromised,0,0,1,alpha,1,0,0,0,0,two-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,"Lauring, 2022-181"
"Lauring, 2022",182,2RNA,70,745,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,not-immunocompromised,1,0,0,alpha,1,0,0,0,0,two-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,"Lauring, 2022-182"
"Lauring, 2022",183,2RNA,46,403,18-64yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,two-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,"Lauring, 2022-183"
"Lauring, 2022",184,2RNA,73,609,=65yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,two-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,"Lauring, 2022-184"
"Lauring, 2022",185,2RNA,4,69,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,no-chronic,1,0,0,alpha,1,0,0,0,0,two-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,"Lauring, 2022-185"
"Lauring, 2022",186,2RNA,115,943,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,>=1chronic,0,1,1,alpha,1,0,0,0,0,two-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,"Lauring, 2022-186"
"Lauring, 2022",188,2RNA,679,2272,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,two-dose-mRNA,,NA,NA,NA,hosp,CC,"Lauring, 2022-188"
"Lauring, 2022",189,2RNA,329,899,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,immunocompromised,0,0,1,delta,0,0,0,1,0,two-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,"Lauring, 2022-189"
"Lauring, 2022",190,2RNA,690,2509,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,not-immunocompromised,1,0,0,delta,0,0,0,1,0,two-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,"Lauring, 2022-190"
"Lauring, 2022",191,2RNA,427,1579,18-64yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,two-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,"Lauring, 2022-191"
"Lauring, 2022",192,2RNA,592,1829,=65yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,two-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,"Lauring, 2022-192"
"Lauring, 2022",193,2RNA,63,273,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,no-chronic,1,0,0,delta,0,0,0,1,0,two-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,"Lauring, 2022-193"
"Lauring, 2022",194,2RNA,956,3135,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,>=1chronic,0,1,1,delta,0,0,0,1,0,two-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,"Lauring, 2022-194"
"Lauring, 2022",200,2RNA,211,369,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,overall,1,0,0,omicron,0,0,0,0,1,two-dose-mRNA,,NA,NA,NA,hosp,CC,"Lauring, 2022-200"
"Lauring, 2022",201,2RNA,156,272,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,immunocompetent,0,0,1,omicron,0,0,0,0,1,two-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,"Lauring, 2022-201"
"Thompson, 2022",325,2RNA,2563,26190,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,two-dose-mRNA,,NA,NA,NA,hosp,CC,"Thompson, 2022-325"
"Thompson, 2022",327,2RNA,86,488,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,omicron,0,0,0,0,1,two-dose-mRNA,,NA,NA,NA,hosp,CC,"Thompson, 2022-327"
Butt-B-2022,71,3BNT/3MD,25,395686,<70,NA,NA,NA,NA,all,All,NA,NA,NA,NA,NA,NA,1,0,0,overall,all,all,all,all,all,three-dose-mRNA,subgroup,NA,NA,NA,symp,CC,Butt-B-2022-71
Butt-B-2022,72,3BNT/3MD,5,395686,<70,NA,NA,NA,NA,all,All,NA,NA,NA,NA,NA,NA,1,0,0,overall,all,all,all,all,all,three-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,Butt-B-2022-72
Butt-B-2022,73,3BNT/3MD,60,395686,>70,0,0,0,1,all,All,NA,NA,NA,NA,NA,NA,1,0,0,overall,all,all,all,all,all,three-dose-mRNA,subgroup,NA,NA,NA,symp,CC,Butt-B-2022-73
Butt-B-2022,74,3BNT/3MD,18,395686,>70,0,0,0,1,all,All,NA,NA,NA,NA,NA,NA,1,0,0,overall,all,all,all,all,all,three-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,Butt-B-2022-74
Butt-B-2022,75,3BNT/3MD,62,395686,all,all,all,all,all,all,White,0,0,0,1,0,NA,1,0,0,overall,all,all,all,all,all,three-dose-mRNA,subgroup,NA,NA,NA,symp,CC,Butt-B-2022-75
Butt-B-2022,76,3BNT/3MD,14,395686,all,all,all,all,all,all,White,0,0,0,1,0,NA,1,0,0,overall,all,all,all,all,all,three-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,Butt-B-2022-76
Butt-B-2022,77,3BNT/3MD,15,395686,all,all,all,all,all,all,Black,0,0,0,0,1,NA,1,0,0,overall,all,all,all,all,all,three-dose-mRNA,subgroup,NA,NA,NA,symp,CC,Butt-B-2022-77
Butt-B-2022,78,3BNT/3MD,6,395686,all,all,all,all,all,all,Black,0,0,0,0,1,NA,1,0,0,overall,all,all,all,all,all,three-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,Butt-B-2022-78
"Ferdinands, 2022",136,3RNA,195,8124,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,three-dose-mRNA,,NA,NA,NA,doc-infect,CC,"Ferdinands, 2022-136"
"Ferdinands, 2022",138,3RNA,276,2833,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,omicron,0,0,0,0,1,three-dose-mRNA,,NA,NA,NA,doc-infect,CC,"Ferdinands, 2022-138"
"Lauring, 2022",197,3RNA,61,394,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,overall,1,0,0,delta,0,0,0,1,0,three-dose-mRNA,,NA,NA,NA,hosp,CC,"Lauring, 2022-197"
"Lauring, 2022",198,3RNA,45,210,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,immunocompromised,0,0,1,delta,0,0,0,1,0,three-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,"Lauring, 2022-198"
"Lauring, 2022",199,3RNA,16,184,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,immunocompetent,0,0,1,delta,0,0,0,1,0,three-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,"Lauring, 2022-199"
"Lauring, 2022",202,3RNA,80,215,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,overall,1,0,0,omicron,0,0,0,0,1,three-dose-mRNA,,NA,NA,NA,hosp,CC,"Lauring, 2022-202"
"Lauring, 2022",203,3RNA,39,115,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,immunocompetent,0,0,1,omicron,0,0,0,0,1,three-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,"Lauring, 2022-203"
"Thompson, 2022",325,3RNA,209,8092,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,three-dose-mRNA,,NA,NA,NA,hosp,CC,"Thompson, 2022-325"
"Thompson, 2022",327,3RNA,24,514,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,omicron,0,0,0,0,1,three-dose-mRNA,,NA,NA,NA,hosp,CC,"Thompson, 2022-327"
"Lauring, 2022",168,BNT,81,2350,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,two-dose-mRNA,,NA,NA,NA,hosp,CC,"Lauring, 2022-168"
"Lauring, 2022",169,BNT,708,2977,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,two-dose-mRNA,,NA,NA,NA,hosp,CC,"Lauring, 2022-169"
"Lauring, 2022",170,BNT,203,2472,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,omicron,0,0,0,0,1,two-dose-mRNA,,NA,NA,NA,hosp,CC,"Lauring, 2022-170"
"Lauring, 2022",174,BNTMD,1,25,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,two-dose-mRNA,,NA,NA,NA,hosp,CC,"Lauring, 2022-174"
"Lauring, 2022",175,BNTMD,4,28,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,two-dose-mRNA,,NA,NA,NA,hosp,CC,"Lauring, 2022-175"
"Lauring, 2022",176,BNTMD,4,28,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,omicron,0,0,0,0,1,two-dose-mRNA,,NA,NA,NA,hosp,CC,"Lauring, 2022-176"
"Al, 2021",3,inactivated,24,12735,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,,NA,NA,NA,symp,RCT,"Al, 2021-3"
"Al, 2021",4,inactivated,1,12736,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,,NA,NA,NA,severe,RCT,"Al, 2021-4"
"Al, 2021",5,inactivated,74,12720,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,,NA,NA,NA,doc-infect,RCT,"Al, 2021-5"
"Lauring, 2022",171,MD,37,1652,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,two-dose-mRNA,,NA,NA,NA,hosp,CC,"Lauring, 2022-171"
"Lauring, 2022",172,MD,368,1983,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,two-dose-mRNA,,NA,NA,NA,hosp,CC,"Lauring, 2022-172"
"Lauring, 2022",173,MD,84,1699,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,omicron,0,0,0,0,1,two-dose-mRNA,,NA,NA,NA,hosp,CC,"Lauring, 2022-173"
"Dunkle, 2022",93,2NVX,16,18584,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-protein-based,overall,NA,NA,NA,doc-infect,RCT,"Dunkle, 2022-93"
"Dunkle, 2022",94,2NVX,12,15264,18-64yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-protein-based,subgroup,NA,NA,NA,doc-infect,RCT,"Dunkle, 2022-94"
"Dunkle, 2022",95,2NVX,5,9050,all,all,all,all,all,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-protein-based,subgroup,NA,NA,NA,doc-infect,RCT,"Dunkle, 2022-95"
"Dunkle, 2022",96,2NVX,9,8262,all,all,all,all,all,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-protein-based,subgroup,NA,NA,NA,doc-infect,RCT,"Dunkle, 2022-96"
"Dunkle, 2022",97,2NVX,12,13140,all,all,all,all,all,all,white,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-protein-based,subgroup,NA,NA,NA,doc-infect,RCT,"Dunkle, 2022-97"
"Dunkle, 2022",98,2NVX,1,1894,all,all,all,all,all,all,black,0,0,0,0,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-protein-based,subgroup,NA,NA,NA,doc-infect,RCT,"Dunkle, 2022-98"
"Dunkle, 2022",99,2NVX,2,4068,all,all,all,all,all,all,non-white,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-protein-based,subgroup,NA,NA,NA,doc-infect,RCT,"Dunkle, 2022-99"
"Dunkle, 2022",100,2NVX,8,3733,all,all,all,all,all,all,hispanic,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-protein-based,subgroup,NA,NA,NA,doc-infect,RCT,"Dunkle, 2022-100"
"Dunkle, 2022",101,2NVX,6,13538,all,all,all,all,all,all,non-hispanic,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-protein-based,subgroup,NA,NA,NA,doc-infect,RCT,"Dunkle, 2022-101"
"Dunkle, 2022",102,2NVX,14,16294,all,all,all,all,all,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-protein-based,subgroup,NA,NA,NA,doc-infect,RCT,"Dunkle, 2022-102"
"Dunkle, 2022",103,2NVX,7,8109,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,at-risk,0,1,1,NA,NA,NA,NA,NA,NA,two-dose-protein-based,subgroup,NA,NA,NA,doc-infect,RCT,"Dunkle, 2022-103"
"Dunkle, 2022",104,2NVX,7,9203,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,not-at-risk,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-protein-based,subgroup,NA,NA,NA,doc-infect,RCT,"Dunkle, 2022-104"
"Dunkle, 2022",105,2NVX,13,16493,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,high-risk,0,1,1,NA,NA,NA,NA,NA,NA,two-dose-protein-based,subgroup,NA,NA,NA,doc-infect,RCT,"Dunkle, 2022-105"
