"","author","studyID","treatment","responders","sampleSize","age","child","young","adult","elder","X.female.1.","ethnic.asian.","asian","middle.east","hispanic","white","black","condition.not.at.risk.","not.at.risk","chronic.dis","immuno","variant.wildtype.","alpha","beta","gamma","delta","omicron","subgroup","ROB.low.","moderate","critical","outcome","vac_product","study.type","study"
"678","Lauring, 2022",200,2,211,369,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,"overall","1","0","0","omicron","0","0","0","0","1","",NA,NA,NA,"hosp","2RNA","CC","Lauring, 2022-200"
"679","Lauring, 2022",201,2,156,272,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,"immunocompetent","0","0","1","omicron","0","0","0","0","1","subgroup",NA,NA,NA,"hosp","2RNA","CC","Lauring, 2022-201"
"680","Thompson, 2022",325,2,2563,26190,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"hosp","2RNA","CC","Thompson, 2022-325"
"681","Thompson, 2022",327,2,86,488,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","omicron","0","0","0","0","1","",NA,NA,NA,"hosp","2RNA","CC","Thompson, 2022-327"
"682","Butt-B-2022",71,11,25,395686,"<70",NA,NA,NA,NA,"all","All",NA,NA,NA,NA,NA,NA,"1","0","0","overall","all","all","all","all","all","subgroup",NA,NA,NA,"symp","3BNT/3MD","CC","Butt-B-2022-71"
"683","Butt-B-2022",72,11,5,395686,"<70",NA,NA,NA,NA,"all","All",NA,NA,NA,NA,NA,NA,"1","0","0","overall","all","all","all","all","all","subgroup",NA,NA,NA,"hosp","3BNT/3MD","CC","Butt-B-2022-72"
"684","Butt-B-2022",73,11,60,395686,">70","0","0","0","1","all","All",NA,NA,NA,NA,NA,NA,"1","0","0","overall","all","all","all","all","all","subgroup",NA,NA,NA,"symp","3BNT/3MD","CC","Butt-B-2022-73"
"685","Butt-B-2022",74,11,18,395686,">70","0","0","0","1","all","All",NA,NA,NA,NA,NA,NA,"1","0","0","overall","all","all","all","all","all","subgroup",NA,NA,NA,"hosp","3BNT/3MD","CC","Butt-B-2022-74"
"686","Butt-B-2022",75,11,62,395686,"all","all","all","all","all","all","White",0,0,0,1,0,NA,"1","0","0","overall","all","all","all","all","all","subgroup",NA,NA,NA,"symp","3BNT/3MD","CC","Butt-B-2022-75"
"687","Butt-B-2022",76,11,14,395686,"all","all","all","all","all","all","White",0,0,0,1,0,NA,"1","0","0","overall","all","all","all","all","all","subgroup",NA,NA,NA,"hosp","3BNT/3MD","CC","Butt-B-2022-76"
"688","Butt-B-2022",77,11,15,395686,"all","all","all","all","all","all","Black",0,0,0,0,1,NA,"1","0","0","overall","all","all","all","all","all","subgroup",NA,NA,NA,"symp","3BNT/3MD","CC","Butt-B-2022-77"
"689","Butt-B-2022",78,11,6,395686,"all","all","all","all","all","all","Black",0,0,0,0,1,NA,"1","0","0","overall","all","all","all","all","all","subgroup",NA,NA,NA,"hosp","3BNT/3MD","CC","Butt-B-2022-78"
"690","Ferdinands, 2022",136,11,195,8124,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"doc-infect","3RNA","CC","Ferdinands, 2022-136"
"691","Ferdinands, 2022",138,11,276,2833,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","omicron","0","0","0","0","1","",NA,NA,NA,"doc-infect","3RNA","CC","Ferdinands, 2022-138"
"692","Lauring, 2022",197,11,61,394,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,"overall","1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"hosp","3RNA","CC","Lauring, 2022-197"
"693","Lauring, 2022",198,11,45,210,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,"immunocompromised","0","0","1","delta","0","0","0","1","0","subgroup",NA,NA,NA,"hosp","3RNA","CC","Lauring, 2022-198"
"694","Lauring, 2022",199,11,16,184,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,"immunocompetent","0","0","1","delta","0","0","0","1","0","subgroup",NA,NA,NA,"hosp","3RNA","CC","Lauring, 2022-199"
"695","Lauring, 2022",202,11,80,215,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,"overall","1","0","0","omicron","0","0","0","0","1","",NA,NA,NA,"hosp","3RNA","CC","Lauring, 2022-202"
"696","Lauring, 2022",203,11,39,115,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,"immunocompetent","0","0","1","omicron","0","0","0","0","1","subgroup",NA,NA,NA,"hosp","3RNA","CC","Lauring, 2022-203"
"697","Thompson, 2022",325,11,209,8092,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"hosp","3RNA","CC","Thompson, 2022-325"
"698","Thompson, 2022",327,11,24,514,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","omicron","0","0","0","0","1","",NA,NA,NA,"hosp","3RNA","CC","Thompson, 2022-327"
"699","Lauring, 2022",168,2,81,2350,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","alpha","1","0","0","0","0","",NA,NA,NA,"hosp","BNT","CC","Lauring, 2022-168"
"700","Lauring, 2022",169,2,708,2977,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"hosp","BNT","CC","Lauring, 2022-169"
"701","Lauring, 2022",170,2,203,2472,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","omicron","0","0","0","0","1","",NA,NA,NA,"hosp","BNT","CC","Lauring, 2022-170"
"702","Lauring, 2022",174,2,1,25,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","alpha","1","0","0","0","0","",NA,NA,NA,"hosp","BNTMD","CC","Lauring, 2022-174"
"703","Lauring, 2022",175,2,4,28,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"hosp","BNTMD","CC","Lauring, 2022-175"
"704","Lauring, 2022",176,2,4,28,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","omicron","0","0","0","0","1","",NA,NA,NA,"hosp","BNTMD","CC","Lauring, 2022-176"
"705","Al, 2021",3,4,24,12735,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"symp","inactivated","RCT","Al, 2021-3"
"706","Al, 2021",4,4,1,12736,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"severe","inactivated","RCT","Al, 2021-4"
"707","Al, 2021",5,4,74,12720,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","inactivated","RCT","Al, 2021-5"
"708","Lauring, 2022",171,2,37,1652,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","alpha","1","0","0","0","0","",NA,NA,NA,"hosp","MD","CC","Lauring, 2022-171"
"709","Lauring, 2022",172,2,368,1983,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"hosp","MD","CC","Lauring, 2022-172"
"710","Lauring, 2022",173,2,84,1699,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","omicron","0","0","0","0","1","",NA,NA,NA,"hosp","MD","CC","Lauring, 2022-173"
